user_id,movie_title,rating,timestamp
U001,Gladiator Legacy,3.5,2026-01-15 10:00:00
U001,The Hangover Original,3.8,2026-02-03 18:30:00
U001,Superbad Original,3.4,
U001,Titanic Original,3.6,2026-03-08 14:15:00
U001,Spirited Away Original,2.7,2026-03-25 20:00:00
U001,The Dark Knight Original,3.5,2026-04-10 16:45:00
U001,Parasite Original,3.2,2026-05-01 19:30:00
U002,Superbad Original,4.4,2026-01-15 10:00:00
U002,The Hangover Original,4.7,2026-02-03 18:30:00
U002,Interstellar Original,3.9,2026-02-20 21:00:00
U002,Gladiator Legacy,3.6,2026-03-08 14:15:00
U003,The Matrix Original,4.1,2026-01-15 10:00:00
U003,Gladiator Original,4.3,2026-02-03 18:30:00
U003,The Dark Knight Original,4.7,2026-02-20 21:00:00
U003,La La Land Original,1.5,2026-03-08 14:15:00
U003,Avatar Original,4.1,2026-03-25 20:00:00
U003,La La Land Saga,4.6,2026-04-10 16:45:00
U003,Pulp Fiction Original,3.9,2026-05-01 19:30:00
U004,The Dark Knight Original,2.7,2026-01-15 10:00:00
U004,Titanic Original,3.9,2026-02-03 18:30:00
U004,The Matrix Original,4.7,2026-02-20 21:00:00
U005,La La Land Original,2.7,2026-01-15 10:00:00
U005,Parasite Original,3.4,2026-02-03 18:30:00
U005,The Conjuring Original,4.8,2026-02-20 21:00:00
U005,Get Out Original,4.2,2026-03-08 14:15:00
U005,Seven Reborn,3.5,2026-03-25 20:00:00
U006,Interstellar Original,3.7,
U006,The Dark Knight Original,3.1,2026-02-03 18:30:00
U006,Seven Original,3.6,2026-02-20 21:00:00
U007,Titanic Original,3.7,2026-01-15 10:00:00
U007,La La Land Original,4.0,2026-02-03 18:30:00
U007,Seven Reborn,4.7,2026-02-20 21:00:00
U007,Inception Original,15.0,2026-03-08 14:15:00
U007,Gladiator Legacy,4.6,2026-03-25 20:00:00
U008,Avatar Original,1.3,2026-01-15 10:00:00
U008,Toy Story Original,4.4,2026-02-03 18:30:00
U008,Superbad Original,3.8,2026-02-20 21:00:00
U008,La La Land Saga,2.9,2026-03-08 14:15:00
U009,Gladiator Original,3.8,2026-01-15 10:00:00
U009,Pulp Fiction Original,3.8,2026-02-03 18:30:00
U009,Parasite Original,4.7,2026-02-20 21:00:00
U009,The Matrix Reloaded,2.5,2026-03-08 14:15:00
U009,Titanic Original,5.0,2026-03-25 20:00:00
U010,Blade Runner 2049 Original,3.0,2026-01-15 10:00:00
U010,The Matrix Reloaded,15.0,2026-02-03 18:30:00
U010,Pulp Fiction Original,3.9,2026-02-20 21:00:00
U010,Gladiator Legacy,3.5,2026-03-08 14:15:00
U010,La La Land Saga,3.0,2026-03-25 20:00:00
U010,Titanic Original,3.4,2026-04-10 16:45:00
U011,Superbad Original,3.2,2026-01-15 10:00:00
U011,Blade Runner 2049 Original,3.0,2026-02-03 18:30:00
U011,The Hangover Original,2.9,2026-02-20 21:00:00
U011,Gladiator Legacy,2.6,2026-03-08 14:15:00
U011,Pulp Fiction Original,3.9,2026-03-25 20:00:00
U011,Parasite Original,3.0,2026-04-10 16:45:00
U012,Get Out Original,2.3,2026-01-15 10:00:00
U012,Seven Original,15.0,2026-02-03 18:30:00
U012,The Hangover Original,4.5,2026-02-20 21:00:00
U012,Superbad Original,4.2,2026-03-08 14:15:00
U012,Avatar Original,1.8,2026-03-25 20:00:00
U012,La La Land Saga,4.4,2026-04-10 16:45:00
U013,The Matrix Original,4.5,2026-01-15 10:00:00
U013,Avatar Original,3.8,2026-02-03 18:30:00
U013,Toy Story Original,1.8,2026-02-20 21:00:00
U013,Pulp Fiction Original,3.7,2026-03-08 14:15:00
U013,Gladiator Original,4.0,2026-03-25 20:00:00
U014,Superbad Original,3.2,2026-01-15 10:00:00
U014,The Matrix Reloaded,3.5,2026-02-03 18:30:00
U014,Toy Story Evolution,2.9,2026-02-20 21:00:00
U014,Inception Original,4.5,2026-03-08 14:15:00
U015,La La Land Saga,15.0,2026-01-15 10:00:00
U015,Inception Original,3.9,2026-02-03 18:30:00
U015,The Conjuring Original,4.0,2026-02-20 21:00:00
U015,Get Out Original,15.0,2026-03-08 14:15:00
U015,Seven Reborn,4.4,2026-03-25 20:00:00
U015,Interstellar Original,5.0,2026-04-10 16:45:00
U016,Avatar Original,3.8,2026-01-15 10:00:00
U016,Interstellar Original,3.4,2026-02-03 18:30:00
U016,Seven Original,3.6,2026-02-20 21:00:00
U016,Parasite Original,4.2,2026-03-08 14:15:00
U016,Titanic Original,4.8,2026-03-25 20:00:00
U017,Titanic Original,4.4,2026-01-15 10:00:00
U017,Parasite Original,3.0,2026-02-03 18:30:00
U017,La La Land Original,4.2,2026-02-20 21:00:00
U017,The Conjuring Original,4.4,2026-03-08 14:15:00
U017,The Matrix Original,2.9,2026-03-25 20:00:00
U017,Inception Original,2.7,2026-04-10 16:45:00
U018,Spirited Away Original,3.5,2026-01-15 10:00:00
U018,Superbad Original,3.3,2026-02-03 18:30:00
U018,Toy Story Original,3.7,2026-02-20 21:00:00
U018,Avatar Original,1.9,2026-03-08 14:15:00
U018,Pulp Fiction Original,4.9,2026-03-25 20:00:00
U019,Titanic Original,4.5,2026-01-15 10:00:00
U019,Parasite Original,15.0,2026-02-03 18:30:00
U019,Pulp Fiction Original,4.5,2026-02-20 21:00:00
U019,Gladiator Original,3.8,2026-03-08 14:15:00
U020,The Dark Knight Original,2.8,2026-01-15 10:00:00
U020,The Conjuring Original,3.4,2026-02-03 18:30:00
U020,Gladiator Legacy,3.1,2026-02-20 21:00:00
U020,Inception Original,3.3,2026-03-08 14:15:00
U020,Seven Reborn,3.4,2026-03-25 20:00:00
U020,Get Out Original,3.1,2026-04-10 16:45:00
U020,The Matrix Reloaded,2.5,2026-05-01 19:30:00
U021,Parasite Original,3.1,2026-01-15 10:00:00
U021,La La Land Saga,3.8,2026-02-03 18:30:00
U021,Toy Story Evolution,3.2,2026-02-20 21:00:00
U022,The Hangover Original,4.9,2026-01-15 10:00:00
U022,Superbad Original,4.8,2026-02-03 18:30:00
U022,Parasite Original,3.5,2026-02-20 21:00:00
U022,La La Land Saga,3.8,2026-03-08 14:15:00
U022,Gladiator Legacy,4.1,2026-03-25 20:00:00
U022,Pulp Fiction Original,3.1,2026-04-10 16:45:00
U023,Gladiator Original,4.0,2026-01-15 10:00:00
U023,Avatar Original,3.6,2026-02-03 18:30:00
U023,The Dark Knight Original,4.1,2026-02-20 21:00:00
U024,The Matrix Original,4.9,2026-01-15 10:00:00
U024,Inception Original,4.3,2026-02-03 18:30:00
U024,La La Land Original,1.4,2026-02-20 21:00:00
U024,Interstellar Original,4.5,2026-03-08 14:15:00
U024,Pulp Fiction Original,3.9,2026-03-25 20:00:00
U025,Get Out Original,4.0,2026-01-15 10:00:00
U025,Interstellar Original,2.9,2026-02-03 18:30:00
U025,The Conjuring Original,4.5,2026-02-20 21:00:00
U025,Gladiator Legacy,3.5,2026-03-08 14:15:00
U026,Seven Original,15.0,2026-01-15 10:00:00
U026,Parasite Original,4.1,2026-02-03 18:30:00
U026,Avatar Original,3.8,2026-02-20 21:00:00
U026,Titanic Original,3.5,2026-03-08 14:15:00
U027,La La Land Original,4.6,2026-01-15 10:00:00
U027,Titanic Original,3.5,2026-02-03 18:30:00
U027,Seven Reborn,4.1,2026-02-20 21:00:00
U027,Blade Runner 2049 Original,4.5,2026-03-08 14:15:00
U027,Interstellar Original,3.5,2026-03-25 20:00:00
U027,Spirited Away Original,4.1,2026-04-10 16:45:00
U027,Gladiator Original,1.6,2026-05-01 19:30:00
U028,Parasite Original,3.6,2026-01-15 10:00:00
U028,Gladiator Legacy,3.4,2026-02-03 18:30:00
U028,Avatar Original,1.2,2026-02-20 21:00:00
U029,Gladiator Original,4.2,2026-01-15 10:00:00
U029,Parasite Original,4.4,2026-02-03 18:30:00
U029,Gladiator Legacy,3.2,2026-02-20 21:00:00
U029,Titanic Original,4.0,2026-03-08 14:15:00
U029,Pulp Fiction Original,4.4,2026-03-25 20:00:00
U029,Interstellar Original,5.0,2026-04-10 16:45:00
U030,Get Out Original,3.5,2026-01-15 10:00:00
U030,Seven Reborn,2.5,2026-02-03 18:30:00
U030,The Conjuring Original,3.7,2026-02-20 21:00:00
U030,Avatar Part I,3.5,2026-03-08 14:15:00
U031,Seven Reborn,2.8,2026-01-15 10:00:00
U031,The Conjuring Original,3.2,2026-02-03 18:30:00
U031,Pulp Fiction Original,3.4,2026-02-20 21:00:00
U031,Blade Runner 2049 Original,3.3,2026-03-08 14:15:00
U031,Spirited Away Original,3.8,2026-03-25 20:00:00
U031,The Dark Knight Original,3.3,2026-04-10 16:45:00
U031,Inception Original,3.4,2026-05-01 19:30:00
U032,Superbad Original,4.3,2026-01-15 10:00:00
U032,Get Out Original,3.6,2026-02-03 18:30:00
U032,The Hangover Original,3.8,2026-02-20 21:00:00
U032,Spirited Away Original,3.6,2026-03-08 14:15:00
U032,Inception Original,3.2,2026-03-25 20:00:00
U032,Parasite Original,3.7,2026-04-10 16:45:00
U033,Avatar Original,4.7,2026-01-15 10:00:00
U033,Gladiator Original,4.3,2026-02-03 18:30:00
U033,The Matrix Original,4.1,2026-02-20 21:00:00
U034,Inception Original,4.6,2026-01-15 10:00:00
U034,Superbad Original,2.5,2026-02-03 18:30:00
U034,Seven Reborn,3.0,2026-02-20 21:00:00
U035,The Conjuring Original,3.9,2026-01-15 10:00:00
U035,La La Land Saga,3.5,2026-02-03 18:30:00
U035,Interstellar Original,3.3,2026-02-20 21:00:00
U035,Titanic Original,2.0,2026-03-08 14:15:00
U035,Get Out Original,4.1,2026-03-25 20:00:00
U036,Seven Original,3.5,2026-01-15 10:00:00
U036,Avatar Original,4.4,2026-02-03 18:30:00
U036,Parasite Original,3.6,2026-02-20 21:00:00
U037,Titanic Original,15.0,2026-01-15 10:00:00
U037,La La Land Original,4.0,2026-02-03 18:30:00
U037,The Hangover Original,2.9,2026-02-20 21:00:00
U037,Blade Runner 2049 Original,5.0,2026-03-08 14:15:00
U037,The Matrix Original,2.8,2026-03-25 20:00:00
U037,Get Out Original,3.1,2026-04-10 16:45:00
U037,Interstellar Original,4.7,2026-05-01 19:30:00
U038,Toy Story Original,4.5,2026-01-15 10:00:00
U038,Get Out Original,1.2,2026-02-03 18:30:00
U038,Spirited Away Original,3.2,2026-02-20 21:00:00
U039,The Matrix Reloaded,2.9,2026-01-15 10:00:00
U039,Pulp Fiction Original,3.5,
U039,Gladiator Original,3.8,2026-02-20 21:00:00
U039,Parasite Original,15.0,2026-03-08 14:15:00
U039,Titanic Original,4.2,2026-03-25 20:00:00
U040,Toy Story Evolution,3.0,2026-01-15 10:00:00
U040,Pulp Fiction Original,3.7,2026-02-03 18:30:00
U040,Get Out Original,3.0,2026-02-20 21:00:00
U040,Avatar Part I,3.7,2026-03-08 14:15:00
U040,The Conjuring Original,2.6,
U041,The Conjuring Original,3.2,2026-01-15 10:00:00
U041,The Matrix Reloaded,15.0,2026-02-03 18:30:00
U041,Parasite Original,3.1,2026-02-20 21:00:00
U042,Superbad Original,3.8,2026-01-15 10:00:00
U042,Get Out Original,1.2,2026-02-03 18:30:00
U042,Titanic Original,3.7,2026-02-20 21:00:00
U042,The Hangover Original,4.4,2026-03-08 14:15:00
U042,Parasite Original,2.6,2026-03-25 20:00:00
U043,Avatar Original,3.6,2026-01-15 10:00:00
U043,The Matrix Original,4.7,2026-02-03 18:30:00
U043,La La Land Original,2.0,2026-02-20 21:00:00
U044,The Matrix Original,4.4,2026-01-15 10:00:00
U044,Interstellar Original,3.7,2026-02-03 18:30:00
U044,Titanic Original,3.7,2026-02-20 21:00:00
U044,Blade Runner 2049 Original,4.8,2026-03-08 14:15:00
U044,Inception Original,4.9,2026-03-25 20:00:00
U045,The Conjuring Original,4.3,2026-01-15 10:00:00
U045,Get Out Original,3.8,2026-02-03 18:30:00
U045,Superbad Original,4.5,2026-02-20 21:00:00
U045,Toy Story Evolution,4.7,2026-03-08 14:15:00
U045,Seven Reborn,3.7,2026-03-25 20:00:00
U045,Interstellar Original,3.1,2026-04-10 16:45:00
U046,Pulp Fiction Original,3.6,2026-01-15 10:00:00
U046,Parasite Original,4.6,2026-02-03 18:30:00
U046,Avatar Original,4.9,
U046,Seven Original,3.6,2026-03-08 14:15:00
U046,Seven Reborn,15.0,2026-03-25 20:00:00
U046,The Hangover Original,4.9,2026-04-10 16:45:00
U046,Spirited Away Original,4.7,2026-05-01 19:30:00
U047,Gladiator Original,2.2,2026-01-15 10:00:00
U047,La La Land Original,3.9,2026-02-03 18:30:00
U047,Inception Original,3.4,
U048,Gladiator Legacy,3.6,2026-01-15 10:00:00
U048,Toy Story Original,4.1,2026-02-03 18:30:00
U048,Pulp Fiction Original,3.0,2026-02-20 21:00:00
U048,Parasite Original,1.2,2026-03-08 14:15:00
U049,Inception Original,3.0,2026-01-15 10:00:00
U049,Parasite Original,4.3,2026-02-03 18:30:00
U049,Superbad Original,15.0,2026-02-20 21:00:00
U049,Gladiator Legacy,3.7,2026-03-08 14:15:00
U049,Gladiator Original,4.7,2026-03-25 20:00:00
U049,Titanic Original,4.9,2026-04-10 16:45:00
U050,Superbad Original,3.5,2026-01-15 10:00:00
U050,Parasite Original,3.9,2026-02-03 18:30:00
U050,Interstellar Original,15.0,2026-02-20 21:00:00
U050,La La Land Saga,3.1,2026-03-08 14:15:00
U050,Pulp Fiction Original,2.7,2026-03-25 20:00:00
U050,Gladiator Legacy,3.8,2026-04-10 16:45:00
U050,Inception Original,3.9,2026-05-01 19:30:00
U051,Blade Runner 2049 Original,3.2,2026-01-15 10:00:00
U051,Inception Original,2.9,2026-02-03 18:30:00
U051,Toy Story Evolution,3.3,2026-02-20 21:00:00
U051,The Dark Knight Original,3.8,2026-03-08 14:15:00
U052,Superbad Original,4.4,2026-01-15 10:00:00
U052,The Hangover Original,3.9,2026-02-03 18:30:00
U052,Avatar Part I,2.6,2026-02-20 21:00:00
U052,Inception Original,5.0,2026-03-08 14:15:00
U052,Get Out Original,3.9,2026-03-25 20:00:00
U053,Gladiator Original,4.7,2026-01-15 10:00:00
U053,The Matrix Original,3.9,2026-02-03 18:30:00
U053,The Conjuring Original,2.6,2026-02-20 21:00:00
U053,Avatar Original,3.8,2026-03-08 14:15:00
U053,The Dark Knight Original,4.7,2026-03-25 20:00:00
U053,Titanic Original,1.4,2026-04-10 16:45:00
U053,Gladiator Legacy,4.5,2026-05-01 19:30:00
U054,Inception Original,4.9,2026-01-15 10:00:00
U054,The Hangover Original,2.5,2026-02-03 18:30:00
U054,The Matrix Original,4.6,2026-02-20 21:00:00
U054,Blade Runner 2049 Original,4.9,2026-03-08 14:15:00
U054,Interstellar Original,3.7,2026-03-25 20:00:00
U055,Get Out Original,3.7,2026-01-15 10:00:00
U055,The Conjuring Original,4.5,2026-02-03 18:30:00
U055,Gladiator Legacy,5.0,2026-02-20 21:00:00
U055,Toy Story Evolution,3.8,2026-03-08 14:15:00
U055,The Hangover Original,1.9,2026-03-25 20:00:00
U056,Seven Original,15.0,2026-01-15 10:00:00
U056,Avatar Original,4.2,2026-02-03 18:30:00
U056,Parasite Original,4.0,2026-02-20 21:00:00
U056,The Matrix Reloaded,3.9,2026-03-08 14:15:00
U057,La La Land Original,5.0,2026-01-15 10:00:00
U057,The Dark Knight Original,2.6,2026-02-03 18:30:00
U057,Gladiator Legacy,3.1,2026-02-20 21:00:00
U058,Parasite Original,1.7,2026-01-15 10:00:00
U058,Spirited Away Original,3.6,
U058,Superbad Original,3.6,2026-02-20 21:00:00
U058,Toy Story Original,3.9,2026-03-08 14:15:00
U058,Avatar Original,2.0,2026-03-25 20:00:00
U058,Seven Reborn,3.0,2026-04-10 16:45:00
U058,Toy Story Evolution,4.2,2026-05-01 19:30:00
U059,Gladiator Original,4.6,2026-01-15 10:00:00
U059,Pulp Fiction Original,4.3,2026-02-03 18:30:00
U059,Parasite Original,4.2,2026-02-20 21:00:00
U059,Gladiator Legacy,3.1,2026-03-08 14:15:00
U059,Titanic Original,3.6,2026-03-25 20:00:00
U060,Superbad Original,3.8,2026-01-15 10:00:00
U060,Spirited Away Original,3.4,2026-02-03 18:30:00
U060,Interstellar Original,15.0,2026-02-20 21:00:00
U060,Seven Reborn,2.5,2026-03-08 14:15:00
U060,Gladiator Legacy,3.3,2026-03-25 20:00:00
U061,Interstellar Original,2.9,2026-01-15 10:00:00
U061,Toy Story Evolution,2.9,2026-02-03 18:30:00
U061,Blade Runner 2049 Original,2.8,2026-02-20 21:00:00
U062,Gladiator Legacy,3.1,2026-01-15 10:00:00
U062,Superbad Original,5.0,2026-02-03 18:30:00
U062,The Hangover Original,4.2,2026-02-20 21:00:00
U062,Inception Original,4.4,2026-03-08 14:15:00
U062,Spirited Away Original,4.2,
U062,The Conjuring Original,1.9,2026-04-10 16:45:00
U063,Avatar Original,4.6,2026-01-15 10:00:00
U063,Titanic Original,2.6,2026-02-03 18:30:00
U063,The Matrix Original,5.0,2026-02-20 21:00:00
U063,The Conjuring Original,3.7,2026-03-08 14:15:00
U063,Parasite Original,2.8,2026-03-25 20:00:00
U064,Superbad Original,2.6,2026-01-15 10:00:00
U064,Interstellar Original,3.6,2026-02-03 18:30:00
U064,La La Land Saga,3.6,2026-02-20 21:00:00
U064,Inception Original,4.1,2026-03-08 14:15:00
U064,The Matrix Original,3.8,2026-03-25 20:00:00
U064,Blade Runner 2049 Original,4.7,2026-04-10 16:45:00
U065,Blade Runner 2049 Original,2.8,2026-01-15 10:00:00
U065,Parasite Original,3.2,2026-02-03 18:30:00
U065,Get Out Original,4.6,2026-02-20 21:00:00
U065,The Conjuring Original,4.8,2026-03-08 14:15:00
U065,Gladiator Legacy,4.6,2026-03-25 20:00:00
U066,The Matrix Reloaded,3.6,2026-01-15 10:00:00
U066,Toy Story Original,2.0,2026-02-03 18:30:00
U066,Seven Original,15.0,2026-02-20 21:00:00
U066,Spirited Away Original,3.8,2026-03-08 14:15:00
U066,Avatar Original,4.1,2026-03-25 20:00:00
U066,Parasite Original,15.0,2026-04-10 16:45:00
U066,Get Out Original,4.1,
U067,La La Land Original,4.3,2026-01-15 10:00:00
U067,Toy Story Evolution,3.2,2026-02-03 18:30:00
U067,Titanic Original,4.7,
U067,The Conjuring Original,4.6,2026-03-08 14:15:00
U068,Spirited Away Original,4.6,2026-01-15 10:00:00
U068,Toy Story Original,3.8,2026-02-03 18:30:00
U068,The Matrix Reloaded,4.8,2026-02-20 21:00:00
U068,Parasite Original,4.2,2026-03-08 14:15:00
U068,Blade Runner 2049 Original,3.8,2026-03-25 20:00:00
U068,Get Out Original,4.3,2026-04-10 16:45:00
U068,Avatar Part I,3.7,2026-05-01 19:30:00
U069,Titanic Original,3.8,2026-01-15 10:00:00
U069,The Conjuring Original,3.6,
U069,Pulp Fiction Original,4.9,2026-02-20 21:00:00
U070,Superbad Original,3.8,2026-01-15 10:00:00
U070,Interstellar Original,3.0,2026-02-03 18:30:00
U070,Blade Runner 2049 Original,2.9,2026-02-20 21:00:00
U070,The Matrix Reloaded,2.6,2026-03-08 14:15:00
U070,Gladiator Legacy,2.9,2026-03-25 20:00:00
U070,La La Land Saga,2.6,2026-04-10 16:45:00
